|noToll|,|Lord please help us!!!#nevergiveup#kayanatin ito mga pilipino.. babangon ulit ang pilipinas :)#YolandaPH|
|noToll|,|RT @ShelterBox: Thanks for the RT @bohobride you can find out more about how @ShelterBox are helping families after #Haiyan here - http://tÂ¥Ã‹_|
|noToll|,|@gretchenho @AlyssaValdez2 Why not have a volleyball game for the benefit of the victims of #YolandaPH?|
|noToll|,|RT @GlobalFloodNews: #floods Typhoon Haiyan: Britain and US send warships to Philippines as nations pledge aid to fight humanitaria... httpÂ¥Ã‹_|
|noToll|,|RT @abcnews: Philippine troops kill two "insurgents" who attacked an aid convoy en route to devastated #Tacloban. http://t.co/YtFtWG4Mbz #TÂ¥Ã‹_|
|noToll|,|8 inspiring #YolandaPH #Haiyan stories http://t.co/CDvEOa604m|
|noToll|,|RT @Virlanie: We believe that at the end of the day, Filipinos will find the reason to smile. #BangonPilipinas #RescuePH http://t.co/4zyV67Â¥Ã‹_|
|noToll|,|To all the Countries that sends help to all the victims of super typhoon. Thank you so much! We appreciate it a lot. Much love! #Philippines|
|noToll|,|A perfect day, 11/12/13 with pengu. Relief ops for #YolandaPH victims. #MonthsaryCelebration #10thMonth|
|noToll|,|NAM NEWS NETWORK - MALAYSIANS IN TYPHOON AFFECTED AREAS IN PHILIPPINES SAFE http://t.co/HOdf9LSPn6|
|noToll|,|"@AJEnglish: Deadly #tropicalcyclone hits #Somalia http://t.co/9LCHrREMik"|
|noToll|,|I just want to go to the Philippines and hug every single person affected by the Typhoon.|
|noToll|,|RT @natsmoe: Want to help relief efforts in the Philippines? Text STORM to 57500 to donate Â¥Ã‹_2.50 to @Concern (Â¥Ã‹_1.90 to Concern)|
|noToll|,|BASING and HATING @ilovegeorgina wont help the victims of typhoon Yolanda. Why do keep hating her? nonsense! STOP IT YOU FVCKING HATERS!!!!|
|noToll|,|#Philippines to receive 54m dollars from international community for aid relief after devastating super typhoon http://t.co/eiO7rhfFYp|
|noToll|,|RT @norishikata: Â¥Ã‹_@marizumali: 4 #MV22s sent by the US Govt from #Okinawa Japan to the #Philippines to aid in the relief operationsÂ¥Ã‹_ http:/Â¥Ã‹_|
|noToll|,|Ang galing. Nakakakilig <3 #DineForACause #YolandaPH http://t.co/jKdfvEAckm|
|noToll|,|RT @RegghieOrpiada: Sana bumalik ang bagyong #YolandaPH dito sa Pilipinas at sa Metro Manila naman sya mag landfall para maubos ang mga squÂ¥Ã‹_|
|noToll|,|Kindness even during the most desperate time - coming up on #CNN #YolandaPH|
|noToll|,|Thinking of you Philippines! Hopefully help will reach you all soon. #stasafe #haiyan|
|noToll|,|Walang maliit na tulong sa nangangailangan #YolandaPh|
|noToll|,|Help is on the way. The aid the U.S. is sending to help areas of the Philippines ravaged by a super typhoon #Haiyan|
|noToll|,|It is a massive devastation to all Filipinos who suffered in Typhoon Yolanda.#YolandaPH #filipinoproblems #TyphoonHaiyan|
|noToll|,|The sun is setting on the fourth day since the typhoon hit central Philippines, I hope tomorrow things will start to get better ???????|
|noToll|,|RT@SustainUSAgents #Philippines left to deal with aftermath of #Haiyan w/o #LossAndDamage commitments. Change this @ #COP19! #StandWithYeb|
|noToll|,|#TracingPH Looking for Ellen Metran and Family #Carigara #carigaraLeyte if you have info. please.|
|noToll|,|Half of our donations to the victims! Hopefully, there will be more tomorrow. #ReliefPH ?? http://t.co/4Acw30e3IY|
|noToll|,|Everytime I see more images from the #philippines my heart breaks #Haiyan http://t.co/9TlPlOOcWF|
|noToll|,|Libreng Tawag, Libreng Charging at Libreng Internet for Visayas. (via Globe) \#YolandaPH #ReliefPH http://t.co/X2jyNLYz4g|
|noToll|,|Follow our partner @decappeal for the latest on Typhoon #Haiyan|
|noToll|,|Pot shipping operation discovered in Ukiah: Ukiah Daily Journal Authorities last week arrested two me... http://t.co/xyjI2xlQh1 #sanjose|
|noToll|,|#Optus giving everyone 20 mins free calls to the #Philippines #YolandaPH|
|noToll|,|Nach Taifun #Haiyan warten auf den Philippinen Hunderttausende auf Hilfe. Bereits droht ein neues Sturmtief. http://t.co/QMvMdqSF6I ^kw|
|noToll|,|#Philippines : le bilan s'aggrave d'heure en heure. Aidez-nous Â¥Ã‹_ agir http://t.co/GJph7n5gsu #typhon #Haiyan http://t.co/WXToVrBFW5|
|noToll|,|And at 8:50, how are people coping with the devastation from typhoon #Haiyan? @mikeives brings us the latest from Hanoi, Vietnam.|
|noToll|,|10 binden fazla ki?inin hayat?n? kaybetti?i Flipinle'de ?uanki en bÂ¥Ã‹_yÂ¥Ã‹_k problem aÂ¥Ã‹_l?k ve susuzluk. #Haiyan http://t.co/7zwF7i8hIy|
|noToll|,|Donations coming in from around the world! #ReliefPH #YolandaPH http://t.co/njHPD1tci0|
|noToll|,|RT @BBVIPAKO: PLS RT <CALL FOR HELP FOR TYPHOON YOLANDA VICTIMS IN THE PHILIPPINES> http://t.co/WA83J1VY42|
|noToll|,|knowing dat isla fisher actually almost died in her aquarium scene in now you see me made me like her more brave brave souls #TyphoonYolanda|
|noToll|,|Ukiah police and fire log: Tuesday, Nov. 12, 2013: SHERIFF'S REPORTS The following were compiled from... http://t.co/HHwnyGdDAY #sanjose
